PROD_CODE_ID,PGM_ID,MAT_APPR_CODE_FINAL_DATE,MAT_APPR_CODE_FINAL_BY,MAT_APPR_CODE_FINAL_CMNTS,PROP_NAME_MAT_CODE,PROP_NAME_MAT_CODE_DATE,PROP_NAME_MAT_CODE_BY,PROP_NAME_MAT_CODE_CMNTS,CME_APPR_MAT_NAME,CME_APPR_DATE,CME_APPR_BY,CME_APPR_CMNTS,SPEC_DRAFT_POSTED_DATE,SPEC_DRAFT_POSTED_BY,SPEC_DRAFT_POSTED_CMNTS,SPEC_CHNG_CNTRL_DATE,SPEC_CHNG_CNTRL_BY,SPEC_CHNG_CTRL_CMNTS,PROD_CODE_STATUS,PROD_CODE_CURR_STEP_STATUS,CREATED_BY,CREATED_DATE,MODIFIED_BY,MODIFIED_DATE
382,1503,2008-11-18,28.0,,Takeelic,2008-11-18,28.0,,TAKEELIC,2008-11-18,28.0,,2008-11-18,28.0,,,,,S,C,28,2008-11-18 15:17:28,28.0,2008-11-18 15:17:36
422,4421,2008-12-03,28.0,,Code 4-G,2008-12-03,28.0,,CODE4-G,2008-12-03,28.0,,2008-12-03,28.0,,,,,S,C,28,2008-12-03 14:27:58,28.0,2009-01-27 08:22:32
441,4601,2008-12-15,28.0,,chem,2008-12-15,28.0,,CHEM,2008-12-15,28.0,,2010-03-04,28.0,,,,,S,C,28,2008-12-15 10:10:25,28.0,2010-03-04 13:50:56
461,3642,2009-01-05,1460.0,Successful plant trial at Buffalo,AAHITE,2009-01-05,1460.0,,AAHITE,2009-01-06,76.0,,2009-01-05,1460.0,,,,,S,C,1460,2008-12-19 09:55:30,28.0,2009-06-01 08:30:46
502,5066,2009-01-29,236.0,,PLF1769,2009-01-29,236.0,Name change to comply with IISRP guidelines.,PLF1769,2009-01-30,76.0,,2009-02-04,28.0,,,,,S,C,236,2009-01-29 14:35:57,28.0,2009-02-04 11:29:27
561,4968,2009-02-10,77.0,No trial needed - material already used as bladder spray at Stockbridge,Stockite,2009-02-10,77.0,Joanne  Shaw requested permanent code for this material,STOCKITE,2009-02-11,76.0,,2009-05-14,28.0,,,,,S,C,77,2009-02-10 15:31:13,28.0,2009-10-16 14:09:30
621,1045,2009-03-25,77.0,Jeff Walsh at Napanee is requesting permanent code after running trials with this crayon for over a year,WBCROR01,2009-03-31,77.0,Permanent code needed for orange bead marking crayon,WBCROR01,2009-04-01,76.0,,2009-06-03,28.0,,,,,S,C,77,2009-03-25 09:57:46,28.0,2009-08-18 09:14:24
699,2231,2009-04-08,77.0,Water based tread striping ink needs permanent code.,WBINBR02,2009-04-08,77.0,Manuela Pompei OK'd name on sharedrive spreadsheet.,WBINBR02,2009-04-09,76.0,,2009-06-03,28.0,,,,,S,C,77,2009-04-08 13:40:11,28.0,2009-10-15 13:17:21
821,39,2009-06-09,2240.0,,VASTRITE,2009-06-09,2240.0,,VASTRITE,2009-06-10,2240.0,,2009-10-12,28.0,,,,,S,C,2240,2009-06-09 09:49:16,28.0,2010-03-17 13:55:23
843,1063,2009-06-22,2240.0,,GIANITE,2009-06-22,2240.0,,GIANITE,2009-06-24,76.0,,2009-11-04,28.0,,,,,S,C,2240,2009-06-22 11:46:47,28.0,2010-01-11 09:29:47
861,4681,2009-06-30,1122.0,,Q10RN25SB/A,2009-06-30,1122.0,,Q10RN25SB/A,2009-06-30,1122.0,,2009-06-30,1122.0,,2009-11-26,1122.0,,S,C,1122,2009-06-30 10:17:00,216.0,2009-12-17 10:51:07
901,29,2009-08-21,236.0,,Gazobine,2009-08-21,236.0,Code name was previously approved on 7/24/07 in the Lotus Notes New Code database,GAZOBINE,2009-08-24,76.0,,2009-08-24,28.0,,,,,S,C,236,2009-08-21 12:10:39,28.0,2009-10-14 07:49:36
921,7701,2009-08-24,2240.0,,JOANNIC,2009-08-24,2240.0,,JOANNIC,2009-08-25,76.0,,2009-08-28,28.0,,,,,S,C,2240,2009-08-24 14:40:46,28.0,2009-09-23 11:08:37
1001,6205,2009-10-19,136.0,MR 09-41,CEDRIC,2009-10-19,136.0,,CEDRIC,2009-10-23,76.0,,2009-10-23,28.0,,,,,S,C,136,2009-10-19 06:10:50,28.0,2009-11-18 13:11:12
1101,5743,2009-11-10,651.0,spec is created,COSLAX,2009-11-10,651.0,new proposal from Gary Platz,COSLAX,2009-11-17,76.0,,2009-11-23,28.0,,,,,S,C,651,2009-11-10 10:51:07,28.0,2010-08-19 08:39:35
1103,5702,2009-11-10,651.0,spec created,PRICAX,2009-11-10,651.0,,PRIMAX,2009-11-11,76.0,,2009-11-23,28.0,,,,,S,C,651,2009-11-10 12:00:00,28.0,2010-08-19 08:47:11
1141,2282,2009-11-18,432.0,,DRASNIC,2009-11-18,432.0,,DRASNIC,2009-11-18,76.0,,2009-11-18,432.0,,,,,S,S,432,2009-11-18 05:05:14,28.0,2012-01-24 10:20:13
1183,10301,2009-11-27,651.0,,GABIRAX,2009-11-26,651.0,,GABIRAX,2009-11-27,76.0,,2009-11-30,28.0,,,,,S,C,651,2009-11-26 09:47:48,28.0,2010-03-12 10:54:03
1404,4326,2010-01-28,77.0,Topeka requesting permanet codes for all TA inks.,WBINBR04,2010-01-28,77.0,Permanent codes needed for all TA bead marking inks,WBINBR04,2010-01-29,76.0,,2010-02-10,28.0,,,,,S,C,77,2010-01-28 11:46:41,28.0,2010-03-12 07:43:41
1602,4602,2010-05-04,2960.0,,FUTBOLIC,2010-05-04,2960.0,,FUTBOLIC,2010-05-04,76.0,,2010-05-04,28.0,,,,,S,C,2960,2010-05-04 08:59:35,28.0,2010-06-16 09:42:46
1681,3081,2010-06-15,1122.0,,L17A,2010-07-14,1122.0,,L17A,2010-07-14,1122.0,,2010-06-16,1122.0,,2010-07-14,1122.0,,S,C,1122,2010-06-15 05:36:44,1122.0,2010-07-14 10:26:31
1822,13591,2010-09-03,580.0,,ALYSSIC,2010-09-03,580.0,,ALYSSIC,2010-09-06,76.0,,2010-09-09,28.0,,,,,S,C,580,2010-09-03 10:07:14,28.0,2011-06-06 08:24:54
1901,3669,2010-09-30,77.0,,WBCRRE01,2010-09-30,77.0,New name for red bead marking crayon,WBCRRE01,2010-10-04,76.0,,2011-05-05,28.0,,,,,S,C,77,2010-09-30 09:01:40,28.0,2011-05-13 15:04:07
1982,6501,2010-11-22,372.0,,ZARLITE,2010-11-22,372.0,,ZARLITE,2010-11-23,76.0,,2011-03-04,28.0,,,,,S,C,372,2010-11-22 15:49:45,372.0,2012-07-30 09:54:35
2121,5961,2011-03-16,160.0,,NC01QA,2011-03-16,160.0,,NC01QA,2011-03-16,160.0,,2011-03-14,160.0,,2011-03-17,160.0,SCC 179541,S,C,160,2011-03-16 10:22:22,160.0,2011-04-07 13:08:49
2161,13420,2011-03-21,372.0,,UDOSINE,2011-03-21,372.0,,UDOSINE,2011-03-24,28.0,,2011-03-24,28.0,,,,,S,C,372,2011-03-21 14:43:51,28.0,2011-05-02 14:36:37
2182,10781,2011-03-22,372.0,,CAFUIC,2011-03-22,372.0,,CAFUIC,2011-03-28,28.0,,2011-03-28,28.0,,,,,S,S,372,2011-03-22 09:56:26,28.0,2011-04-14 09:07:11
2302,7233,2011-05-18,34.0,,TQ20HA,2011-05-18,34.0,,TQ20HA,2011-05-18,34.0,,2011-05-18,34.0,,2011-05-18,34.0,182629,S,C,34,2011-05-18 09:47:55,34.0,2011-05-18 09:48:01
2321,14561,2011-05-20,2603.0,,RFGDF,2011-05-20,2603.0,,DFGFDG,2011-05-20,2603.0,,2011-05-20,2603.0,,2011-05-20,2603.0,,S,C,2603,2011-05-20 09:55:31,2603.0,2011-05-20 09:57:15
2341,4221,2011-05-27,372.0,,SYNLITE,2011-05-27,372.0,,SYNLITE,2011-06-01,28.0,,2011-08-02,28.0,,,,,S,S,372,2011-05-27 14:05:00,28.0,2011-08-24 13:09:57
2401,4001,2011-05-25,3442.0,,I14R,2011-05-25,3442.0,Reapproval of I14R - we kept the same code,I14R,2011-05-25,3442.0,,2011-05-25,3442.0,,2011-07-20,3442.0,,S,C,3442,2011-07-18 05:53:11,3442.0,2011-07-20 08:39:09
2541,13206,2011-10-20,372.0,,SEMLITE,2011-10-20,372.0,,SEMLITE,2011-10-20,28.0,,2011-10-20,28.0,,,,,S,C,372,2011-10-20 10:52:49,372.0,2012-03-13 09:37:59
2741,10921,2012-01-04,372.0,,BURGITE,2012-01-04,372.0,,BURGITE,2012-01-05,28.0,,2012-01-05,28.0,,,,,S,C,372,2012-01-04 15:23:57,372.0,2012-03-08 08:45:33
2742,13301,2012-01-04,372.0,,MOONLITE,2012-01-04,372.0,,MOONLITE,2012-01-09,28.0,,2012-01-09,28.0,,,,,S,C,372,2012-01-04 15:52:28,372.0,2012-02-20 13:34:19
2746,13205,2012-01-04,372.0,,TABLITE,2012-01-04,372.0,,TABLITE,2012-01-09,28.0,,2012-01-09,28.0,,,,,S,S,372,2012-01-04 16:20:40,28.0,2012-02-10 14:21:13
2761,15194,2012-01-09,580.0,,NEPTUNIC,2012-01-09,580.0,,NEPTUNIC,2012-01-10,28.0,,2012-03-23,580.0,,,,,S,C,580,2012-01-09 09:43:50,580.0,2012-03-23 08:43:31
2801,14273,2012-03-05,372.0,,MARZINE,2012-03-05,372.0,,MARZINE,2012-03-12,28.0,,2012-03-12,28.0,,,,,S,C,372,2012-03-05 10:45:15,372.0,2012-04-05 09:49:26
2821,14431,2012-03-06,372.0,,JULIANIC,2012-03-06,372.0,,JULIANIC,2012-03-28,28.0,,2012-03-30,28.0,,,,,S,C,372,2012-03-06 15:51:08,459.0,2013-03-21 03:58:01
2861,12422,2012-04-09,1060.0,,AE01FA,2012-04-09,1060.0,SED code.  Connect with 107A yarn code.,AE01FA,2012-04-09,1060.0,,2012-04-09,1060.0,107AE01FA in SIS Database.,2012-04-18,1060.0,,S,C,1060,2012-04-09 12:18:30,1060.0,2012-04-18 08:41:04
3061,3464,2012-06-10,3442.0,,Q09R,2012-06-07,3442.0,,Q09R,2012-06-07,3442.0,,2012-06-10,3442.0,,2012-06-10,3442.0,,S,C,3442,2012-08-22 08:31:02,3442.0,2012-08-22 08:31:21
3081,7223,2012-10-17,1060.0,,U05L,2012-10-05,1060.0,Yarn Code for Junma's 2100 dtex Nylon 6,U05L,2012-10-17,1060.0,,2012-10-17,1060.0,,2012-11-05,1060.0,New Material,S,C,1060,2012-10-05 11:12:12,1060.0,2012-11-05 12:58:10
3201,17890,2012-12-11,28.0,,CODE210,2012-12-11,28.0,,CODE210,2012-12-11,28.0,,2012-12-11,28.0,,,,,S,C,28,2012-12-11 14:00:11,28.0,2012-12-11 14:01:27
3221,14829,2013-01-03,4860.0,,CG01FH,2013-01-03,4860.0,,CG01FH,2013-01-03,4860.0,,2013-01-03,4860.0,,2013-01-04,4860.0,,S,C,4860,2013-01-03 10:55:58,4860.0,2013-01-07 14:44:10
3281,17451,2013-01-30,3720.0,,ISILIC,2013-01-28,459.0,,ISILIC,2013-01-30,3720.0,,2013-01-30,459.0,see SIS,,,,S,C,459,2013-01-28 03:35:29,459.0,2013-02-07 05:22:51
3321,18430,2013-02-27,28.0,,WISOL,2013-02-27,77.0,,WISOL,2013-02-27,28.0,,2013-02-27,28.0,,,,,S,C,77,2013-02-27 13:00:50,28.0,2013-02-27 13:04:08
64,105,2008-05-14,137.0,"trials already done in Poland and Sava, please see MR 08-24",WBIN05GR,2008-05-14,137.0,,WBINGR01,2008-05-15,76.0,,2010-09-01,28.0,,,,,S,S,137,2008-05-14 07:19:01,28.0,2011-02-21 09:32:28
66,107,2008-05-14,137.0,"trials already done in Poland and Sava, please see MR 08-26",WBIN05OR,2008-05-14,137.0,,WBINOR01,2008-05-15,76.0,,2010-09-01,28.0,,,,,S,S,137,2008-05-14 07:28:49,28.0,2011-02-21 09:35:01
81,381,2008-05-14,29.0,Here is purchase spec for x-code,JAMARITE,2008-05-14,29.0,,JAMARITE,2008-05-20,76.0,,2008-06-02,29.0,,,,,S,S,29,2008-05-14 15:17:58,28.0,2009-10-01 14:07:27
82,125,2008-05-15,137.0,"trials already done in Poland, please see MR 08-32",WBIN03BL,2008-05-15,137.0,,WBINBL02,2008-05-15,76.0,,,,,,,,D,M,137,2008-05-15 03:58:49,28.0,2008-07-29 09:24:04
241,2701,2008-08-18,76.0,MR 01-07 S14,CODE1380,2008-08-18,76.0,,CODE1380,2008-08-18,76.0,,2008-08-18,76.0,,,,,S,S,76,2008-08-18 05:32:31,28.0,2009-07-28 09:37:50
261,43,2008-08-21,29.0,,ALUMITE,2008-08-21,29.0,,ALUMITE,2008-08-22,76.0,,2008-08-22,29.0,,,,,S,S,29,2008-08-21 09:54:00,28.0,2011-10-20 10:28:48
282,582,2007-10-29,136.0,MR 07-42,Takumic,2008-09-01,136.0,Approved in the past by Tom Segatta,TAKUMIC,2008-09-01,76.0,,2008-09-01,136.0,,,,,S,C,136,2008-09-01 09:42:18,28.0,2009-05-13 12:46:47
341,3581,2008-10-16,28.0,,Cosmetic,2008-10-16,28.0,,COSMETIC,2008-10-16,28.0,,2008-10-16,28.0,,,,,S,C,28,2008-10-16 12:27:50,28.0,2008-10-16 12:27:57
481,3101,2009-01-05,116.0,,LUDWIGIC,2009-01-12,116.0,,LUDWIGIC,2009-01-12,76.0,,2009-01-05,116.0,,,,,S,C,116,2009-01-05 07:16:54,28.0,2009-06-19 14:36:49
501,4941,2009-01-29,28.0,,Barnicic,2009-01-29,28.0,,BARNICIC,2009-01-30,76.0,,2009-02-02,28.0,,,,,S,C,28,2009-01-29 11:02:06,28.0,2009-06-01 13:53:57
503,5065,2009-01-29,236.0,,PLF1763,2009-01-29,236.0,Name change to comply with IISRP guidelines.,PLF1763,2009-01-30,76.0,,2009-01-30,236.0,,,,,S,C,236,2009-01-29 14:37:42,28.0,2009-02-04 10:40:46
601,2357,2009-03-11,1560.0,,Martinic,2009-03-11,1560.0,,KLAUSIC,2009-03-23,76.0,,2009-10-12,28.0,,,,,S,C,1560,2009-03-11 10:08:54,28.0,2009-10-28 07:52:21
664,1053,2009-03-31,77.0,Napanee has been using for over one year.,WBCRBL01,2009-03-31,77.0,Permanent Code needed for blue bead marking crayon,WBCRBL01,2009-04-01,76.0,,2009-06-03,28.0,,,,,S,C,77,2009-03-31 16:13:44,28.0,2009-08-18 08:22:03
682,332,2009-04-08,77.0,Water based tread striping ink needs permanent code.,WBINBR03,2009-04-08,77.0,,WBINBR03,2009-04-09,76.0,,2009-06-02,28.0,,,,,S,C,77,2009-04-08 13:06:38,28.0,2009-10-15 14:03:24
686,644,2009-04-08,77.0,Water based tread striping ink needs permanent code.,WBINRE08,2009-04-08,77.0,Name OK'd by Manuela Pompei on sharedrive spreadsheet,WBINRE08,2009-04-09,76.0,,2009-06-15,28.0,,,,,S,C,77,2009-04-08 13:12:54,28.0,2009-10-15 14:10:49
687,645,2009-04-08,77.0,Water based tread striping ink needs permanent code.,WBINPI05,2009-04-08,77.0,Name Ok'd by Manuela Pompei on sharedrive spreadsheet.,WBINPI05,2009-04-09,76.0,,2009-06-02,28.0,,,,,S,C,77,2009-04-08 13:14:09,28.0,2009-10-15 14:13:49
701,3103,2009-04-14,34.0,,K32T,2009-04-14,216.0,1400 Decitex HMLS Polyester,K32T,2009-04-14,34.0,,2009-04-14,34.0,,2009-04-14,34.0,,S,C,34,2009-04-14 09:48:52,34.0,2009-04-14 11:14:03
1021,10101,2009-10-26,28.0,,SLF18B10,2009-10-26,28.0,,SLF18B10,2009-10-26,28.0,,2009-10-26,28.0,"not required, name change only",,,,S,C,28,2009-10-26 14:08:45,28.0,2009-10-26 14:33:47
1161,4185,2009-11-18,116.0,,JUTIC,2009-11-18,116.0,,JUTIC,2009-11-20,76.0,,2009-11-24,28.0,,,,,S,C,116,2009-11-18 09:42:16,28.0,2010-02-17 14:30:46
1281,4285,2009-12-17,77.0,,Jopadic,2009-12-17,77.0,This codename has been requested by Joe Incavo.,JOPADIC,2010-01-04,76.0,,2010-05-19,28.0,,,,,S,C,77,2009-12-17 11:23:37,28.0,2010-09-16 08:46:49
1361,12921,2010-01-26,76.0,,CODE2010,2010-01-26,76.0,,CODE2010,2010-01-26,76.0,,2010-02-16,28.0,,,,,S,C,76,2010-01-26 11:00:09,28.0,2010-07-22 14:23:11
1401,4323,2010-01-28,77.0,Topeka requesting permanet codes for all TA inks.,WBINWH11,2010-01-28,77.0,Permanent codes needed for TA bead marking inks from APV.,WBINWH11,2010-01-29,76.0,,2010-02-10,28.0,,,,,S,C,77,2010-01-28 11:43:00,28.0,2010-03-11 13:56:40
1441,10465,2010-02-19,116.0,,Anezobic,2010-02-19,116.0,,ANEZOBIC,2010-02-22,76.0,,2010-06-24,432.0,,,,,S,C,116,2010-02-19 03:28:02,28.0,2010-08-16 09:25:15
1461,9801,2010-02-22,651.0,,Code 2671,2010-02-22,651.0,Proposal made by Claude Schweitzer,CODE2671,2010-02-22,76.0,MR10-4,2010-03-16,28.0,,,,,S,C,651,2010-02-22 06:05:12,28.0,2010-06-16 10:20:43
1521,3181,2010-03-05,76.0,,MIAMIC,2010-03-05,76.0,,MIAMIC,2010-03-05,76.0,,2010-03-05,76.0,,,,,S,C,76,2010-03-05 08:37:55,28.0,2010-08-27 14:39:32
1721,1363,2010-07-08,372.0,,Pensic,2010-07-08,372.0,,PENSIC,2010-07-13,76.0,,2010-07-19,28.0,,,,,S,C,372,2010-07-08 08:40:08,28.0,2010-12-13 12:40:56
1781,1504,2010-08-18,2960.0,Material Age Limit is set due to Mooney creep.,NEPTUNIC,2010-08-18,2960.0,,NEPTUNIC,2010-08-19,28.0,,2010-08-18,28.0,,,,,S,C,2960,2010-08-18 09:15:31,28.0,2010-08-30 07:29:34
1902,3781,2010-09-30,77.0,,WBCROR02,2010-09-30,77.0,New code for orange bead marking crayon,WBCROR02,2010-10-04,76.0,,2011-05-05,28.0,,,,,S,C,77,2010-09-30 09:06:48,28.0,2011-05-13 15:08:56
1941,9943,2010-10-21,372.0,,DURWALIC,2010-10-21,372.0,,DURWALIC,2010-11-02,76.0,,2010-12-02,28.0,,,,,S,C,372,2010-10-21 08:27:10,28.0,2011-04-14 13:36:01
2021,12977,2011-02-02,432.0,,MATTHIC,2011-02-03,432.0,,MATTHIC,2011-02-03,76.0,,2012-04-27,432.0,,,,,S,C,432,2011-02-02 09:20:03,432.0,2012-04-27 11:40:57
2361,1641,2011-06-17,372.0,,PABLIC,2011-06-17,372.0,,PABLIC,2011-07-22,28.0,,2011-08-24,28.0,,,,,S,C,372,2011-06-17 09:02:40,28.0,2011-09-20 09:01:33
2421,10901,2011-07-27,372.0,"Gary, I had to change some test methods.  Please use proposal 2.",MARLYIC,2011-09-01,372.0,,MARLYIC,2011-09-06,28.0,,2011-09-14,28.0,,,,,S,C,372,2011-07-27 13:47:38,3720.0,2011-11-29 11:05:49
2443,10181,2011-09-01,372.0,,GRAMZITE,2011-09-01,372.0,,GRAMZITE,2011-09-06,28.0,,2011-09-14,28.0,,,,,S,C,372,2011-09-01 09:53:07,28.0,2011-12-05 08:48:33
2461,13314,2011-09-07,3180.0,Spec developed based on SIS HSE Grimmer BASE,REMINE,2011-09-07,28.0,,REMINE,2011-09-07,28.0,,2011-09-07,3720.0,,,,,S,C,3180,2011-09-07 09:08:06,3180.0,2012-05-08 07:07:10
2561,13008,2011-10-25,160.0,,AD24YR,2011-10-25,160.0,,AD24YR,2011-10-25,160.0,,2011-10-25,160.0,,2011-11-03,160.0,,S,C,160,2011-10-25 10:52:19,160.0,2011-11-07 11:00:04
2661,9361,2011-11-10,372.0,,DURANITE,2011-11-10,372.0,,DURANITE,2012-02-10,28.0,,2012-02-29,28.0,,,,,D,M,372,2011-11-10 12:51:28,28.0,2012-02-29 14:31:42
2744,13203,2012-01-04,372.0,,BETZITE,2012-01-04,372.0,,BETZITE,2012-01-09,28.0,,2012-01-09,28.0,,,,,S,S,372,2012-01-04 16:12:38,28.0,2012-02-10 13:47:43
2745,13204,2012-01-04,372.0,,OSMOSITE,2012-01-04,372.0,,OSMOSITE,2012-01-09,28.0,,2012-01-09,28.0,,,,,S,S,372,2012-01-04 16:17:31,28.0,2012-02-10 14:02:13
2841,15081,2012-03-13,3600.0,,NOLOMAT,2012-03-13,3600.0,,NOLOMAT,2012-03-15,3720.0,,2012-03-13,3600.0,NOLOMAT spec signed and active in SIS,,,,S,C,3600,2012-03-13 05:43:53,3720.0,2012-03-15 09:38:20
2921,12041,2012-05-02,77.0,,CEM02C01,2012-05-02,77.0,Spec is already on web page - need to get into SOS,CEM02C01,2012-05-02,28.0,,2013-05-09,28.0,,,,,S,C,77,2012-05-02 10:18:27,28.0,2013-05-09 10:24:29
2961,13028,2012-05-08,651.0,"new Carbon black for Race Tire, results see RMI 868 DB-A attached",CODE 834,2012-05-08,651.0,"Gary, please agree to this code proposal and go forward with the paperwork",CODE 834,2012-05-08,28.0,,2012-05-29,28.0,,,,,S,C,651,2012-05-08 07:46:47,3140.0,2012-09-03 07:50:34
3101,5102,2012-10-25,3720.0,,STANLITE,2012-10-25,3720.0,,STANLITE,2012-10-25,3720.0,,2012-10-25,3720.0,IN SIS,,,,S,C,3720,2012-10-25 10:24:41,3720.0,2012-10-25 10:26:16
3161,13746,2012-12-06,4120.0,,MANNINE,2012-12-06,4120.0,,MANNINE,2012-12-06,4120.0,,2013-02-20,4120.0,through SIS - under code MANNINE,,,,S,C,4120,2012-12-06 08:13:35,4120.0,2013-02-20 07:31:49
3381,15517,2013-04-05,3720.0,,TORPEDIC,2013-04-05,3720.0,,TORPEDIC,2013-04-05,3720.0,,2013-04-05,3720.0,done in SIS,,,,S,C,3720,2013-04-05 09:29:44,3720.0,2013-04-05 09:30:16
3421,17391,2013-04-11,459.0,,KIMOTITE,2013-04-09,459.0,as requested in PSR-2012-00495,KIMOTITE,2013-04-09,28.0,,2013-04-11,459.0,,,,,S,C,459,2013-04-09 04:47:06,459.0,2013-07-29 10:05:59
3441,15589,2013-04-17,459.0,,WITTLIC,2013-04-17,459.0,,WITTLIC,2013-04-17,28.0,,2013-04-17,459.0,,,,,S,C,459,2013-04-17 05:12:52,459.0,2013-05-21 06:52:10
3461,15477,2013-06-28,4120.0,,GALINDIC,2013-06-27,4120.0,,GALINDIC,2013-06-28,28.0,,2013-06-28,4120.0,,,,,S,C,4120,2013-06-27 10:33:05,28.0,2013-06-28 08:44:09
3462,13821,2013-06-27,28.0,,WBINOR09,2013-06-27,77.0,,WBINOR09,2013-06-27,28.0,,2013-08-07,77.0,,,,,S,C,77,2013-06-27 10:59:01,77.0,2013-08-07 15:50:34
3463,13822,2013-06-27,28.0,,WBINRE11,2013-06-27,77.0,,WBINRE11,2013-06-27,28.0,,2013-08-08,77.0,,,,,S,C,77,2013-06-27 11:00:27,77.0,2013-08-08 09:51:45
3464,13872,2013-06-27,28.0,,WBINPI07,2013-06-27,77.0,,WBINPI07,2013-06-27,28.0,,2013-08-08,77.0,,,,,S,C,77,2013-06-27 11:05:09,77.0,2013-08-08 11:18:12
3465,13933,2013-06-27,28.0,,WBINVI03,2013-06-27,77.0,,WBINVI03,2013-06-27,28.0,,2013-08-15,77.0,,,,,S,C,77,2013-06-27 11:14:55,77.0,2013-08-15 13:21:47
3466,13934,2013-06-27,28.0,,WBINBR06,2013-06-27,77.0,,WBINBR06,2013-06-27,28.0,,2013-08-15,77.0,,,,,S,C,77,2013-06-27 11:16:58,77.0,2013-08-15 13:26:50
3467,14057,2013-06-27,28.0,,WBINWH13,2013-06-27,77.0,,WBINWH13,2013-06-27,28.0,,2013-08-15,77.0,,,,,S,C,77,2013-06-27 11:18:47,77.0,2013-08-15 13:39:43
3468,14059,2013-06-27,28.0,,WBINYE11,2013-06-27,77.0,,WBINYE11,2013-06-27,28.0,,2013-08-15,77.0,,,,,S,C,77,2013-06-27 11:20:27,77.0,2013-08-15 13:49:42
3469,14274,2013-06-27,28.0,,WBINGR11,2013-06-27,77.0,,WBINGR11,2013-06-27,28.0,,2013-08-15,77.0,,,,,S,C,77,2013-06-27 11:21:58,77.0,2013-08-15 13:54:19
21,531,2008-05-02,216.0,,karentest,2008-05-02,216.0,,KARENTEST1,2008-05-02,216.0,,2008-05-02,216.0,,2008-05-02,216.0,,S,C,216,2008-05-02 13:31:57,216.0,2008-05-02 14:57:26
67,108,2008-05-14,137.0,"trials already done in Poland and Sava, please see MR 08-27",WBIN05PI,2008-05-14,137.0,,WBINPI01,2008-05-15,76.0,,2010-09-01,28.0,,,,,S,S,137,2008-05-14 09:14:30,28.0,2011-02-21 09:38:35
201,1821,2008-07-01,236.0,,Elliptic,2008-07-01,236.0,,ELLIPTIC,2008-07-01,236.0,,2008-07-01,236.0,,,,,S,C,236,2008-07-01 10:47:20,236.0,2008-07-01 10:56:41
401,2722,2008-12-02,28.0,,Code 815,2008-12-02,28.0,,CODE815,2008-12-02,28.0,,2008-12-02,28.0,,,,,S,C,28,2008-12-02 13:23:40,28.0,2009-06-10 12:26:02
622,6001,2009-03-25,96.0,"From the time of the experimental spec being issued, the spec on the color changed.  The proposed spec was updated and the documentation on the agreement is attached.",Lockax,2009-03-25,96.0,"The material is already being called by this name, this is just to finalize the name and add to the source of supply.",LOCKAX,2009-03-26,76.0,,2009-03-26,28.0,,,,,S,C,96,2009-03-25 12:37:10,30.0,2009-05-12 15:03:34
641,2,2009-03-26,2240.0,,Waymite,2009-03-26,2240.0,,WAYMITE,2009-03-27,76.0,,2009-03-30,2240.0,,,,,S,C,2240,2009-03-26 07:14:02,28.0,2009-09-03 08:22:40
662,1051,2009-03-31,77.0,Napanee has been using code for over one year.,WBCRYE01,2009-03-31,77.0,Permanent Code needed for yellow bead marking crayon,WBCRYE01,2009-04-01,76.0,,2009-06-03,28.0,,,,,S,C,77,2009-03-31 16:10:05,28.0,2009-08-18 09:21:08
688,646,2009-04-08,77.0,Water based tread striping ink needs permanent code.,WBINGY03,2009-04-08,77.0,Manuela OK'd name in sharedrive spreadsheet,WBINGY03,2009-04-09,76.0,,2009-06-02,28.0,,,,,S,C,77,2009-04-08 13:15:30,28.0,2009-10-15 14:16:47
690,648,2009-04-08,77.0,Water based tread striping ink needs permanent code.,WBINBL08,2009-04-08,77.0,Name OK'd by Manuela Pompei on sharedrive spreadsheet,WBINBL08,2009-04-09,76.0,,2009-06-02,28.0,,,,,S,C,77,2009-04-08 13:19:01,28.0,2009-10-15 14:24:34
691,649,2009-04-08,77.0,Water based tread striping ink needs permanent code.,WBINVI02,2009-04-08,77.0,Name OK's by Manuela Pompei on sharedrive spreadsheet,WBINVI02,2009-04-09,76.0,,2009-06-02,28.0,,,,,S,C,77,2009-04-08 13:21:53,28.0,2009-10-15 14:27:46
696,2226,2009-04-08,77.0,Water based tread striping ink needs permanent code.,WBINVI01,2009-04-08,77.0,Manuela Pompei Ok'd name on sharedrive spreadsheet.,WBINVI01,2009-04-09,76.0,,2009-06-02,28.0,,,,,S,C,77,2009-04-08 13:32:26,28.0,2009-10-15 13:00:26
697,2230,2009-04-08,77.0,Water based tread striping ink needs permanent code.,WBINGR07,2009-04-08,77.0,Manuela Pompei OK'd name on sharedrive spreadsheet.,WBINGR07,2009-04-09,76.0,,2009-06-03,28.0,,,,,S,C,77,2009-04-08 13:36:54,28.0,2009-10-15 13:14:11
698,2229,2009-04-08,77.0,Water based tread striping ink needs permanent code.,WBINYE07,2009-04-08,77.0,Manuela Pompei OK'd name on sharedrive spreadsheet,WBINYE07,2009-04-09,76.0,,2009-06-03,28.0,,,,,S,C,77,2009-04-08 13:39:02,28.0,2009-10-15 13:11:03
741,4321,2009-04-28,2240.0,,VOGELITE,2009-04-28,2240.0,,VOGELITE,2009-04-30,76.0,,2009-04-28,2240.0,,,,,S,C,2240,2009-04-28 13:13:00,28.0,2009-06-17 14:14:46
